,EIIE,OLMAR,PAMR,RMR,UBAH,UCRP,BTC-hold
2024-12-11,2.48672e-06,4.25068e-88,6.14905e-116,1.12583e-87,4.64841,1.18327,14.052
2024-12-12,2.48815e-06,3.73819e-88,5.15052e-116,9.86614e-88,4.62809,1.17812,13.8963
2024-12-13,2.52837e-06,3.55498e-88,4.56505e-116,9.49203e-88,4.71397,1.19832,14.0936
2024-12-14,2.45369e-06,3.0885e-88,3.86597e-116,8.31282e-88,4.57177,1.16303,14.093
2024-12-15,2.51803e-06,2.93062e-88,3.33911e-116,7.82217e-88,4.70195,1.19489,14.516
2024-12-16,2.4879e-06,2.77066e-88,2.82139e-116,7.29739e-88,4.64911,1.18124,14.7376
2024-12-17,2.46703e-06,2.42104e-88,2.4506e-116,6.36597e-88,4.6164,1.17191,14.748
2024-12-18,2.2729e-06,1.98165e-88,1.95134e-116,5.19825e-88,4.24708,1.07785,13.924
2024-12-19,2.11332e-06,1.71354e-88,1.58546e-116,4.4765e-88,3.95904,1.00128,13.543
2024-12-20,2.16497e-06,1.51558e-88,1.44342e-116,4.30072e-88,4.10561,1.03671,13.5907
2024-12-21,2.10258e-06,1.28622e-88,1.20404e-116,3.61692e-88,3.98621,1.00688,13.5194
2024-12-22,2.07242e-06,1.17642e-88,1.0837e-116,3.28725e-88,3.93754,0.994757,13.2268
2024-12-23,2.16003e-06,1.08972e-88,9.73996e-117,3.04982e-88,4.1172,1.03903,13.1844
2024-12-24,2.20536e-06,9.70046e-89,8.49897e-117,2.74269e-88,4.20454,1.06362,13.71
2024-12-25,2.17928e-06,8.71933e-89,7.43407e-117,2.4803e-88,4.15806,1.0518,13.8164
2024-12-26,2.06822e-06,7.44192e-89,6.23841e-117,2.12923e-88,3.94345,0.99722,13.3109
2024-12-27,2.06384e-06,6.69195e-89,5.43785e-117,1.93709e-88,3.9317,0.99521,13.1035
2024-12-28,2.1268e-06,6.25423e-89,4.90025e-117,1.80874e-88,4.05165,1.02602,13.2426
2024-12-29,2.05916e-06,5.33274e-89,4.05739e-117,1.5332e-88,3.92322,0.993497,13.0256
2024-12-30,2.06339e-06,4.65264e-89,3.47953e-117,1.33453e-88,3.94131,0.997634,12.8941
2024-12-31,2.07276e-06,4.07818e-89,2.99274e-117,1.20671e-88,3.96226,1.00297,13.003
2025-01-01,2.12931e-06,3.76117e-89,2.61384e-117,1.13131e-88,4.05706,1.02662,13.1442
2025-01-02,2.20219e-06,3.45787e-89,2.27993e-117,1.04507e-88,4.2026,1.06349,13.4767
2025-01-03,2.32945e-06,3.24212e-89,2.03545e-117,9.85291e-89,4.43111,1.12033,13.642
2025-01-04,2.34553e-06,2.88378e-89,1.75008e-117,8.87838e-89,4.46309,1.12726,13.6484
2025-01-05,2.31033e-06,2.53521e-89,1.51443e-117,7.88317e-89,4.40158,1.11182,13.6683
2025-01-06,2.33678e-06,2.25138e-89,1.32858e-117,7.04209e-89,4.45432,1.12586,14.2063
2025-01-07,2.16534e-06,1.81853e-89,1.0431e-117,5.58099e-89,4.1266,1.04292,13.4725
2025-01-08,2.14612e-06,1.68031e-89,9.29394e-118,5.10655e-89,4.09655,1.03409,13.2093
2025-01-09,2.05747e-06,1.51867e-89,7.69203e-118,4.54394e-89,3.94417,0.995587,12.8608
2025-01-10,2.11555e-06,1.41583e-89,7.15615e-118,4.23092e-89,4.06305,1.02458,13.1628
2025-01-11,2.14804e-06,1.29453e-89,6.35126e-118,3.85881e-89,4.12047,1.03841,13.1453
2025-01-12,2.10717e-06,1.14176e-89,5.3935e-118,3.38381e-89,4.04528,1.02014,13.1377
2025-01-13,2.07057e-06,9.65075e-90,4.58989e-118,2.92946e-89,3.98204,1.00231,13.1364
2025-01-14,2.11127e-06,9.05567e-90,4.07186e-118,2.73402e-89,4.06762,1.02328,13.4178
2025-01-15,2.27161e-06,8.41182e-90,3.60966e-118,2.51423e-89,4.38894,1.10133,13.9648
2025-01-16,2.23921e-06,7.82805e-90,3.20341e-118,2.42843e-89,4.34337,1.08743,13.8939
2025-01-17,2.35726e-06,7.25153e-90,2.89366e-118,2.26084e-89,4.57317,1.14717,14.4623
2025-01-18,2.37274e-06,6.45529e-90,2.53299e-118,2.0232e-89,4.55277,1.13788,14.5288
2025-01-19,2.14063e-06,5.11822e-90,1.97378e-118,1.60047e-89,4.2246,1.05652,14.0807
2025-01-20,2.13415e-06,4.74539e-90,1.90624e-118,1.42111e-89,4.2396,1.0603,14.2097
2025-01-21,2.18283e-06,4.47033e-90,1.73143e-118,1.32151e-89,4.36423,1.09082,14.7494
2025-01-22,2.15492e-06,3.77579e-90,1.43341e-118,1.11321e-89,4.3181,1.07702,14.4107
2025-01-23,2.13324e-06,3.50022e-90,1.31202e-118,1.01304e-89,4.27799,1.06884,14.439
2025-01-24,2.11535e-06,3.01815e-90,1.10107e-118,8.61902e-90,4.25117,1.06113,14.5725
2025-01-25,2.11663e-06,2.65157e-90,9.56437e-119,7.61261e-90,4.2592,1.06279,14.5553
2025-01-26,2.02823e-06,2.22732e-90,7.83062e-119,6.35283e-90,4.08558,1.01847,14.2597
2025-01-27,2.02016e-06,2.03144e-90,6.97116e-119,5.87179e-90,4.06563,1.01155,14.1851
2025-01-28,1.93634e-06,1.68044e-90,5.66394e-119,4.85874e-90,3.91283,0.96726,14.0812
2025-01-29,1.95801e-06,1.56831e-90,5.14617e-119,4.5353e-90,3.97164,0.985064,14.4144
2025-01-30,2.03161e-06,1.50411e-90,4.8578e-119,4.27613e-90,4.11554,1.02223,14.5519
2025-01-31,2.02691e-06,1.34574e-90,4.22961e-119,3.79354e-90,4.10015,1.02327,14.2333
2025-02-01,1.8984e-06,1.11511e-90,3.42136e-119,3.11962e-90,3.83863,0.95779,13.984
2025-02-02,1.74355e-06,9.35366e-91,2.87317e-119,2.657e-90,3.50074,0.872617,13.5761
2025-02-03,1.90406e-06,8.9195e-91,2.59542e-119,2.47915e-90,3.64868,0.911625,14.0803
2025-02-04,1.77842e-06,7.62774e-91,2.31085e-119,2.20691e-90,3.42865,0.856065,13.5848
2025-02-05,1.72912e-06,6.78447e-91,1.96126e-119,1.97233e-90,3.33067,0.831578,13.4249
2025-02-06,1.66733e-06,6.08765e-91,1.65021e-119,1.76464e-90,3.2216,0.803151,13.4169
2025-02-07,1.65888e-06,5.33269e-91,1.36216e-119,1.53865e-90,3.21481,0.80098,13.4103
2025-02-08,1.69458e-06,4.86088e-91,1.21089e-119,1.4035e-90,3.28352,0.818414,13.4016
2025-02-09,1.6763e-06,4.43035e-91,1.01593e-119,1.26705e-90,3.25576,0.810917,13.4041
2025-02-10,1.709e-06,4.08462e-91,8.78142e-120,1.17342e-90,3.31867,0.827192,13.5387
2025-02-11,1.72427e-06,3.53272e-91,7.63077e-120,1.02019e-90,3.34586,0.833997,13.309
2025-02-12,1.79316e-06,3.50831e-91,7.33399e-120,1.0163e-90,3.48238,0.867815,13.5997
2025-02-13,1.76286e-06,2.96382e-91,6.288e-120,9.01543e-91,3.42345,0.853204,13.4243
2025-02-14,1.80615e-06,2.68145e-91,5.69504e-120,8.1283e-91,3.5042,0.874385,13.5483
2025-02-15,1.78211e-06,2.35454e-91,4.88043e-120,7.15082e-91,3.46185,0.863107,13.558
2025-02-16,1.74587e-06,2.04737e-91,4.17423e-120,6.24337e-91,3.39699,0.845925,13.3562
2025-02-17,1.7375e-06,1.76636e-91,3.49936e-120,5.4265e-91,3.3784,0.841294,13.3093
2025-02-18,1.66748e-06,1.52501e-91,2.96347e-120,4.73906e-91,3.24949,0.808171,13.2942
2025-02-19,1.70754e-06,1.39511e-91,2.57797e-120,4.37282e-91,3.32778,0.827629,13.4294
2025-02-20,1.74325e-06,1.31006e-91,2.28374e-120,4.14691e-91,3.39705,0.845629,13.6601
2025-02-21,1.67389e-06,1.12384e-91,1.8577e-120,3.55729e-91,3.26606,0.81216,13.3651
2025-02-22,1.71278e-06,1.03072e-91,1.6069e-120,3.27554e-91,3.34481,0.832111,13.4164
2025-02-23,1.69361e-06,8.89597e-92,1.36178e-120,2.83385e-91,3.31169,0.823102,13.3757
2025-02-24,1.49991e-06,7.10281e-92,1.04546e-120,2.24698e-91,2.9453,0.729475,12.7219
2025-02-25,1.51737e-06,6.79544e-92,9.61085e-121,2.08349e-91,2.97567,0.7383,12.3227
2025-02-26,1.46165e-06,5.78281e-92,7.80755e-121,1.80886e-91,2.86461,0.711035,11.7071
2025-02-27,1.45827e-06,5.20738e-92,6.82641e-121,1.62352e-91,2.8584,0.709837,11.7708
2025-02-28,1.45786e-06,4.61421e-92,5.88372e-121,1.42755e-91,2.85152,0.708913,11.721
2025-03-01,1.46132e-06,4.1385e-92,4.86597e-121,1.24366e-91,2.86063,0.710978,11.9592
2025-03-02,1.83296e-06,3.83709e-92,4.46705e-121,1.11371e-91,3.45171,0.849537,13.0995
2025-03-03,1.50184e-06,3.01048e-92,3.62372e-121,8.76999e-92,2.87298,0.711383,11.9809
2025-03-04,1.50562e-06,2.7927e-92,3.26575e-121,7.87492e-92,2.90258,0.714931,12.1284
2025-03-05,1.54216e-06,2.55579e-92,2.94174e-121,7.16313e-92,2.9779,0.733013,12.5903
2025-03-06,1.52502e-06,2.17614e-92,2.35946e-121,6.11563e-92,2.94091,0.725376,12.4966
2025-03-07,1.47539e-06,1.89228e-92,2.01336e-121,5.34125e-92,2.83219,0.70188,12.0617
2025-03-08,1.45062e-06,1.67529e-92,1.7491e-121,4.68351e-92,2.78617,0.690115,11.9812
2025-03-09,1.32372e-06,1.30821e-92,1.3339e-121,3.73041e-92,2.54302,0.629748,11.2186
2025-03-10,1.24089e-06,1.15713e-92,1.07642e-121,3.22042e-92,2.38861,0.591261,10.9214
2025-03-11,1.31788e-06,1.14082e-92,1.03937e-121,3.14612e-92,2.5359,0.627641,11.5241
2025-03-12,1.35423e-06,1.09154e-92,9.27741e-122,2.99879e-92,2.60411,0.64481,11.6279
2025-03-13,1.31684e-06,9.16967e-93,7.73068e-122,2.54466e-92,2.53542,0.627182,11.2716
2025-03-14,1.37658e-06,8.47767e-93,7.38747e-122,2.3725e-92,2.65018,0.655852,11.67
2025-03-15,1.40019e-06,7.64797e-93,6.458e-122,2.114e-92,2.69733,0.667304,11.7194
2025-03-16,1.338e-06,6.44218e-93,5.33008e-122,1.77772e-92,2.57752,0.637628,11.4743
2025-03-17,1.38909e-06,5.85139e-93,4.78128e-122,1.60126e-92,2.67282,0.66169,11.6738
2025-03-18,1.3613e-06,5.0126e-93,4.10607e-122,1.38876e-92,2.62184,0.648799,11.4938
2025-03-19,1.43782e-06,4.68869e-93,3.74354e-122,1.31358e-92,2.76905,0.685272,12.0678
2025-03-20,1.3994e-06,4.09634e-93,3.0587e-122,1.16846e-92,2.69668,0.66723,11.7034
2025-03-21,1.37353e-06,3.7006e-93,2.6111e-122,1.03632e-92,2.64934,0.655067,11.6847
2025-03-22,1.37003e-06,3.19452e-93,2.26553e-122,9.03695e-93,2.64138,0.653433,11.6502
2025-03-23,1.3961e-06,2.90304e-93,1.9877e-122,8.21487e-93,2.69284,0.66605,11.9618
2025-03-24,1.45022e-06,2.71411e-93,1.80257e-122,7.6568e-93,2.79387,0.691784,12.1585
2025-03-25,1.46316e-06,2.48573e-93,1.57796e-122,7.06496e-93,2.81766,0.697989,12.1438
2025-03-26,1.46002e-06,2.18864e-93,1.38129e-122,6.25762e-93,2.80689,0.695648,12.0766
2025-03-27,1.47211e-06,1.99723e-93,1.20703e-122,5.75297e-93,2.82979,0.701211,12.1215
2025-03-28,1.38828e-06,1.65163e-93,1.00661e-122,4.76997e-93,2.671,0.66133,11.7314
2025-03-29,1.32786e-06,1.42417e-93,8.4059e-123,4.1233e-93,2.55474,0.632497,11.4846
2025-03-30,1.31928e-06,1.29382e-93,7.63413e-123,3.78102e-93,2.53731,0.628446,11.4487
2025-03-31,1.31353e-06,1.21462e-93,6.76554e-123,3.50648e-93,2.5285,0.625583,11.4709
2025-04-01,1.3317e-06,1.14547e-93,6.14888e-123,3.32972e-93,2.61966,0.648178,11.8333
2025-04-02,1.30649e-06,9.66616e-94,4.81692e-123,2.76431e-93,2.46004,0.608623,11.4662
2025-04-03,1.30602e-06,8.42076e-94,4.10736e-123,2.38964e-93,2.46338,0.609432,11.563
2025-04-04,1.31535e-06,8.05597e-94,3.84488e-123,2.29994e-93,2.51887,0.623207,11.6571
2025-04-05,1.31029e-06,7.23927e-94,3.27117e-123,2.01834e-93,2.49152,0.616319,11.6082
2025-04-06,1.26173e-06,5.66689e-94,2.58527e-123,1.57181e-93,2.22107,0.548976,10.8984
2025-04-07,1.28992e-06,5.50062e-94,2.4207e-123,1.50696e-93,2.23595,0.552694,11.0003
2025-04-08,1.27329e-06,4.52799e-94,1.99015e-123,1.235e-93,2.14799,0.530846,10.6055
2025-04-09,1.32106e-06,4.30912e-94,1.81543e-123,1.17214e-93,2.40022,0.593295,11.48
2025-04-10,1.3015e-06,3.7408e-94,1.53365e-123,1.01137e-93,2.29935,0.56817,11.062
2025-04-11,1.3167e-06,3.48246e-94,1.39876e-123,9.2543e-94,2.37995,0.587836,11.5923
2025-04-12,1.34227e-06,3.20057e-94,1.26143e-123,8.65551e-94,2.51603,0.621562,11.8498
2025-04-13,1.32881e-06,2.75777e-94,1.07423e-123,7.31116e-94,2.44171,0.602987,11.639
2025-04-14,1.32661e-06,2.49125e-94,9.58011e-124,6.63589e-94,2.43202,0.600093,11.7546
2025-04-15,1.31503e-06,2.27738e-94,8.18167e-124,6.02494e-94,2.36776,0.584333,11.6229
2025-04-16,1.31705e-06,2.07657e-94,7.71054e-124,5.41443e-94,2.37977,0.586793,11.6766
2025-04-17,1.32106e-06,1.947e-94,6.5718e-124,5.02031e-94,2.40329,0.592115,11.8041
2025-04-18,1.32386e-06,1.70389e-94,5.75699e-124,4.39837e-94,2.41648,0.59574,11.7383
2025-04-19,1.33264e-06,1.53451e-94,5.34184e-124,3.98745e-94,2.46174,0.607293,11.822
2025-04-20,1.32805e-06,1.3141e-94,4.5052e-124,3.51634e-94,2.43846,0.601209,11.8362
2025-04-21,1.33446e-06,1.1682e-94,3.94358e-124,3.12427e-94,2.4719,0.609442,12.161
2025-04-22,1.38036e-06,1.11374e-94,3.65539e-124,3.00432e-94,2.72703,0.672208,12.9846
2025-04-23,1.40516e-06,1.00473e-94,3.41109e-124,2.81089e-94,2.87666,0.712294,13.019
2025-04-24,1.3996e-06,9.34747e-95,2.87392e-124,2.61525e-94,2.90099,0.71734,13.0592
2025-04-25,1.40667e-06,8.70849e-95,2.4692e-124,2.3772e-94,2.95153,0.728083,13.1507
2025-04-26,1.41577e-06,7.91027e-95,2.18499e-124,2.15843e-94,3.01756,0.742366,13.1492
2025-04-27,1.41013e-06,7.00256e-95,1.81504e-124,1.88579e-94,2.97937,0.733703,13.0271
2025-04-28,1.41175e-06,6.06703e-95,1.57268e-124,1.66051e-94,2.98964,0.736921,13.2025
2025-04-29,1.40129e-06,5.31254e-95,1.33388e-124,1.46137e-94,2.91893,0.72061,13.0976
2025-04-30,1.39852e-06,4.86311e-95,1.19045e-124,1.36409e-94,2.90785,0.717502,13.0859
2025-05-01,1.40681e-06,4.44003e-95,1.04355e-124,1.25361e-94,2.94461,0.726505,13.4079
2025-05-02,1.40535e-06,3.94276e-95,9.06413e-125,1.13004e-94,2.93868,0.725021,13.4631
2025-05-03,1.38328e-06,3.42278e-95,7.50163e-125,9.63579e-95,2.85182,0.702817,13.3199
2025-05-04,1.36822e-06,2.98719e-95,6.27372e-125,8.4043e-95,2.79295,0.688241,13.1005
2025-05-05,1.37234e-06,2.72607e-95,5.44814e-125,7.66091e-95,2.80996,0.692469,13.1639
2025-05-06,1.37571e-06,2.49401e-95,4.70486e-125,6.91046e-95,2.82423,0.695758,13.4558
2025-05-07,1.37515e-06,2.2142e-95,4.11937e-125,6.15587e-95,2.82338,0.695571,13.4831
2025-05-08,1.48325e-06,2.24017e-95,3.98702e-125,6.29238e-95,3.25393,0.801012,14.3489
2025-05-09,1.51823e-06,2.1594e-95,3.44502e-125,5.98697e-95,3.39837,0.836764,14.3087
2025-05-10,1.57236e-06,2.0402e-95,3.28235e-125,5.56427e-95,3.64425,0.894096,14.564
2025-05-11,1.54349e-06,1.87333e-95,2.79392e-125,5.12172e-95,3.51736,0.86278,14.4679
2025-05-12,1.546e-06,1.68014e-95,2.31478e-125,4.53685e-95,3.52451,0.864625,14.2836
2025-05-13,1.57548e-06,1.52161e-95,1.99167e-125,4.10181e-95,3.65697,0.895532,14.4659
2025-05-14,1.55268e-06,1.37788e-95,1.72757e-125,3.67003e-95,3.55419,0.87092,14.3831
2025-05-15,1.5239e-06,1.19891e-95,1.43376e-125,3.33513e-95,3.42258,0.839636,14.4187
2025-05-16,1.5167e-06,1.02114e-95,1.21754e-125,2.86455e-95,3.39158,0.832246,14.377
2025-05-17,1.50599e-06,9.22258e-96,1.04828e-125,2.61869e-95,3.34098,0.820864,14.3302
2025-05-18,1.54129e-06,8.23752e-96,9.65859e-126,2.30201e-95,3.50342,0.858711,14.7926
2025-05-19,1.52582e-06,7.23531e-96,8.27544e-126,2.02777e-95,3.42783,0.840306,14.6702
2025-05-20,1.5368e-06,6.57848e-96,7.28538e-126,1.85702e-95,3.46867,0.851824,14.8476
2025-05-21,1.55529e-06,6.19032e-96,6.36826e-126,1.76e-95,3.55181,0.872023,15.2358
2025-05-22,1.58589e-06,5.20326e-96,5.10318e-126,1.46289e-95,3.70116,0.905171,15.521
2025-05-23,1.52668e-06,4.47509e-96,4.15533e-126,1.25181e-95,3.43221,0.83981,14.9126
2025-05-24,1.53328e-06,4.06903e-96,3.73162e-126,1.15526e-95,3.45865,0.847105,14.9743
2025-05-25,1.53457e-06,3.61025e-96,3.26377e-126,1.03624e-95,3.46295,0.848315,15.1469
2025-05-26,1.53312e-06,3.41274e-96,2.92971e-126,9.65017e-96,3.46161,0.846801,15.2068
2025-05-27,1.54281e-06,3.13721e-96,2.60529e-126,8.97957e-96,3.50314,0.856905,15.1377
2025-05-28,1.533e-06,2.75872e-96,2.20354e-126,7.79038e-96,3.46639,0.846717,14.9771
2025-05-29,1.51129e-06,2.38564e-96,1.82943e-126,6.70912e-96,3.37313,0.823991,14.6725
2025-05-30,1.45903e-06,1.91968e-96,1.46189e-126,5.40243e-96,3.14547,0.768936,14.4495
2025-05-31,1.46555e-06,1.71239e-96,1.28514e-126,4.89167e-96,3.1651,0.774648,14.5338
2025-06-01,1.47553e-06,1.50787e-96,1.12319e-126,4.32532e-96,3.19273,0.781503,14.6798
2025-06-02,1.48502e-06,1.36439e-96,1.00689e-126,3.9683e-96,3.22152,0.788409,14.7097
2025-06-03,1.47797e-06,1.22779e-96,8.8605e-127,3.62967e-96,3.19978,0.78306,14.6429
2025-06-04,1.45826e-06,1.09514e-96,7.63993e-127,3.23209e-96,3.14185,0.768762,14.5484
2025-06-05,1.3879e-06,9.16376e-97,6.12705e-127,2.72169e-96,2.92781,0.71614,14.1054
2025-06-06,1.42629e-06,8.43926e-97,5.47637e-127,2.55874e-96,3.04029,0.743816,14.4916
2025-06-07,1.44688e-06,7.68028e-97,4.99901e-127,2.38296e-96,3.10057,0.758617,14.6672
2025-06-08,1.45393e-06,6.92583e-97,4.35541e-127,2.14505e-96,3.12219,0.763743,14.6925
2025-06-09,1.50898e-06,6.87017e-97,4.17536e-127,2.12754e-96,3.28382,0.803193,15.3218
2025-06-10,1.52818e-06,6.26015e-97,3.63569e-127,1.96441e-96,3.3426,0.817381,15.3234
2025-06-11,1.50177e-06,5.41934e-97,3.01682e-127,1.7231e-96,3.26329,0.798035,15.097
2025-06-12,1.44896e-06,4.762e-97,2.55512e-127,1.51273e-96,3.1055,0.759345,14.6838
2025-06-13,1.43068e-06,4.23967e-97,2.16364e-127,1.34258e-96,3.05699,0.74757,14.7387
2025-06-14,1.40989e-06,3.68768e-97,1.84775e-127,1.1663e-96,2.99804,0.732954,14.6481
2025-06-15,1.42141e-06,3.37326e-97,1.65947e-127,1.06295e-96,3.03252,0.741304,14.673
2025-06-16,1.41382e-06,2.97493e-97,1.44851e-127,9.34242e-97,3.01138,0.735562,14.8399
2025-06-17,1.38644e-06,2.54037e-97,1.21867e-127,7.90786e-97,2.93339,0.716278,14.5281
2025-06-18,1.3863e-06,2.30211e-97,1.05697e-127,7.01639e-97,2.93557,0.716701,14.5748
2025-06-19,1.38471e-06,2.04415e-97,9.44169e-128,6.22432e-97,2.93175,0.715684,14.5431
2025-06-20,1.35158e-06,1.76268e-97,7.85703e-128,5.37877e-97,2.83829,0.692533,14.354
2025-06-21,1.31599e-06,1.50332e-97,6.70674e-128,4.5429e-97,2.73857,0.667672,14.1903
2025-06-22,1.28851e-06,1.28391e-97,5.86952e-128,4.02695e-97,2.66439,0.649204,14.0297
2025-06-23,1.36438e-06,1.29118e-97,5.604e-128,4.01623e-97,2.87876,0.702441,14.6369
2025-06-24,1.37215e-06,1.19104e-97,4.92653e-128,3.67718e-97,2.90161,0.707859,14.741
2025-06-25,1.3545e-06,1.09254e-97,4.35621e-128,3.31724e-97,2.85361,0.695129,14.9157
2025-06-26,1.33401e-06,9.3416e-98,3.70605e-128,2.84151e-97,2.79596,0.680702,14.8611
2025-06-27,1.345e-06,8.58904e-98,3.29591e-128,2.63552e-97,2.82737,0.688466,14.875
2025-06-28,1.36487e-06,7.81685e-98,2.94518e-128,2.40226e-97,2.88294,0.702216,14.9096
2025-06-29,1.39145e-06,7.18519e-98,2.63169e-128,2.22165e-97,2.95688,0.720855,15.057
2025-06-30,1.3739e-06,6.21473e-98,2.21275e-128,1.93207e-97,2.91087,0.708558,14.8888
2025-07-01,1.32418e-06,5.05986e-98,1.78095e-128,1.59407e-97,2.79194,0.679543,14.6851
2025-07-02,1.39529e-06,4.68286e-98,1.62917e-128,1.49218e-97,2.96314,0.721288,15.1254
2025-07-03,1.41272e-06,4.20624e-98,1.44471e-128,1.34315e-97,3.00592,0.731542,15.2276
2025-07-04,1.36595e-06,3.61701e-98,1.22085e-128,1.15302e-97,2.89262,0.704032,15.0052
2025-07-05,1.3766e-06,3.26041e-98,1.10091e-128,1.0446e-97,2.91862,0.710322,15.0349
2025-07-06,1.40182e-06,2.89029e-98,9.78473e-129,9.4543e-98,2.97926,0.725115,15.1746
2025-07-07,1.38834e-06,2.63051e-98,8.65946e-129,8.45549e-98,2.94683,0.717167,15.0439
2025-07-08,1.41027e-06,2.434e-98,7.75879e-129,7.76808e-98,3.00027,0.730041,15.1356
2025-07-09,1.47351e-06,2.28749e-98,7.16042e-129,7.33265e-98,3.15515,0.767229,15.4567
2025-07-10,1.56223e-06,2.16104e-98,6.55381e-129,6.83271e-98,3.374,0.819542,16.1204
2025-07-11,1.5841e-06,2.04238e-98,5.60922e-129,6.52843e-98,3.4257,0.832441,16.3313
2025-07-12,1.57203e-06,1.86025e-98,4.92352e-129,6.01452e-98,3.39767,0.825596,16.3163
2025-07-13,1.59418e-06,1.73135e-98,4.4673e-129,5.65756e-98,3.45366,0.838768,16.5479
2025-07-14,1.62762e-06,1.4935e-98,3.97719e-129,5.00929e-98,3.53959,0.858397,16.6528
2025-07-15,1.65224e-06,1.33312e-98,3.5071e-129,4.46052e-98,3.60565,0.873281,16.3633
2025-07-16,1.69085e-06,1.22309e-98,3.05599e-129,4.11648e-98,3.69559,0.895913,16.4845
2025-07-17,1.73757e-06,1.11138e-98,2.6918e-129,3.67299e-98,3.81842,0.923873,16.5606
2025-07-18,1.75712e-06,9.96323e-99,2.36687e-129,3.32013e-98,3.86293,0.935325,16.3865
2025-07-19,1.77372e-06,8.68819e-99,2.01786e-129,2.92301e-98,3.90756,0.945595,16.3747
2025-07-20,1.83271e-06,7.89586e-99,1.79029e-129,2.64221e-98,4.06295,0.981218,16.2948
2025-07-21,1.86285e-06,7.03705e-99,1.51436e-129,2.30251e-98,4.13559,0.999596,16.3108
2025-07-22,1.88249e-06,6.57953e-99,1.35132e-129,2.18522e-98,4.17998,1.01165,16.6685
2025-07-23,1.77102e-06,5.4086e-99,1.11568e-129,1.78282e-98,3.88516,0.942821,16.502
2025-07-24,1.75197e-06,5.12105e-99,9.59182e-130,1.68361e-98,3.84084,0.931782,16.4443
2025-07-25,1.77802e-06,4.6211e-99,8.37467e-130,1.49874e-98,3.90838,0.947773,16.3433
2025-07-26,1.78868e-06,4.17258e-99,7.48143e-130,1.36363e-98,3.93689,0.954022,16.3858
2025-07-27,1.83641e-06,3.94245e-99,6.63778e-130,1.29351e-98,4.0573,0.982914,16.5936
2025-07-28,1.76541e-06,3.27056e-99,5.46533e-130,1.08002e-98,3.87371,0.939325,16.4056
2025-07-29,1.74524e-06,2.94488e-99,4.68718e-130,9.64578e-99,3.8251,0.927297,16.3901
2025-07-30,1.72292e-06,2.58728e-99,3.96062e-130,8.53668e-99,3.77037,0.913943,16.3747
2025-07-31,1.67019e-06,2.1971e-99,3.34809e-130,7.22399e-99,3.63769,0.882006,16.0862
2025-08-01,1.61721e-06,1.95149e-99,2.92396e-130,6.49058e-99,3.52097,0.853788,15.7435
2025-08-02,1.56588e-06,1.7257e-99,2.61008e-130,5.82752e-99,3.40907,0.826632,15.6391
2025-08-03,1.62293e-06,1.66687e-99,2.49197e-130,5.67319e-99,3.53499,0.856978,15.8701
2025-08-04,1.68055e-06,1.56524e-99,2.21564e-130,5.17947e-99,3.66091,0.887615,15.9877
2025-08-05,1.60642e-06,1.35094e-99,1.8663e-130,4.41133e-99,3.4979,0.848162,15.8591
2025-08-06,1.64533e-06,1.28058e-99,1.70927e-130,4.14296e-99,3.58387,0.868789,15.979
2025-08-07,1.74032e-06,1.19012e-99,1.56818e-130,3.85768e-99,3.79369,0.919463,16.3236
2025-08-08,1.76624e-06,1.10436e-99,1.36301e-130,3.65207e-99,3.85122,0.933216,16.2128
2025-08-09,1.80895e-06,9.79743e-100,1.17066e-130,3.25863e-99,3.94551,0.955615,16.1832
2025-08-10,1.81533e-06,8.68292e-100,9.95664e-131,2.81483e-99,3.95751,0.958707,16.5767
2025-08-11,1.73383e-06,7.34078e-100,8.00235e-131,2.37349e-99,3.77699,0.915112,16.4922
2025-08-12,1.82452e-06,6.82497e-100,7.04874e-131,2.1989e-99,3.97938,0.963405,16.6935
2025-08-13,1.87677e-06,6.30681e-100,6.31524e-131,2.05314e-99,4.09379,0.991305,17.1343
2025-08-14,1.74698e-06,5.39897e-100,5.2837e-131,1.81017e-99,3.81129,0.9219,16.4379
2025-08-15,1.72561e-06,4.80134e-100,4.56029e-131,1.62221e-99,3.76372,0.910574,16.3055
2025-08-16,1.74955e-06,4.37319e-100,4.02646e-131,1.46042e-99,3.81506,0.923331,16.3108
2025-08-17,1.75315e-06,3.89746e-100,3.55123e-131,1.30897e-99,3.82548,0.925217,16.3142
2025-08-18,1.69295e-06,3.38772e-100,3.04919e-131,1.13274e-99,3.69424,0.893173,16.1505
2025-08-19,1.61444e-06,2.89994e-100,2.67218e-131,9.75691e-100,3.52184,0.851372,15.6845
2025-08-20,1.69335e-06,2.8085e-100,2.54452e-131,9.30061e-100,3.6972,0.89335,15.8788
2025-08-21,1.63698e-06,2.53324e-100,2.26919e-131,8.46377e-100,3.57451,0.863448,15.6326
2025-08-22,1.81214e-06,2.41744e-100,2.07998e-131,7.62707e-100,3.96114,0.956492,16.2491
2025-08-23,1.78954e-06,2.05736e-100,1.72816e-131,6.50902e-100,3.91458,0.944655,16.0409
2025-08-24,1.75733e-06,1.7592e-100,1.45209e-131,5.59616e-100,3.84752,0.927453,15.7707
2025-08-25,1.6139e-06,1.4383e-100,1.16993e-131,4.55246e-100,3.53314,0.851056,15.3008
2025-08-26,1.67878e-06,1.32223e-100,1.07345e-131,4.21783e-100,3.67646,0.885584,15.5303
