,EW-5 (20% each),IVW-5 (causal 90d),SharpeTilt-5 (causal),MinVar-5 (causal 120d),EW-3fam (B3/M10/CT),EW-3fam (A2/M10/CT),IVW-3fam (B3/M10/CT),[OVERFIT] full-sample maxSharpe
2021-11-07,0.0015093321158428452,0.001057939475830259,0.0014974818294748622,0.0009000892998088804,0.0013043686322451926,0.0016002206295620582,0.0008823613953531208,0.000299401642363072
2021-11-08,0.004895924820418367,0.0033441168216041305,0.006210835111253321,0.004415614456124628,0.0023580183741313265,0.0036049905330538764,0.002143976588777645,-0.0003480314644093909
2021-11-09,-0.013687671492705033,-0.010156580371336783,-0.01660026500188255,-0.010020613422891364,-0.006555976390946532,-0.01151101427346784,-0.006978529508605642,-0.006228177095448469
2021-11-10,-0.025348743596953695,-0.01738332505010439,-0.02902684976031349,-0.01731764683543233,-0.014590429150131121,-0.02508733742986049,-0.012051435983218221,-0.006216275856592238
2021-11-11,0.00484731537942328,0.0023159036164940227,0.00835286839733398,0.0034833573971310328,-0.002224915306092795,0.001653550811055511,-0.0005709390588222776,-0.000953683638985996
2021-11-12,-0.0020331166050375823,-0.0005930393452571251,-0.003017206784783488,-0.0013478629490028557,-3.211548123405968e-05,-0.001128202720147255,0.00039426015960786963,0.0026673698517026513
2021-11-13,0.005191460847994143,0.0031413173209054114,0.006580975546572794,0.0018814184821967215,0.0010378751473503196,0.004509592064360169,0.0013143076954661142,0.0025810113711070433
2021-11-14,-0.0013553118213657433,-0.0016863694392545447,-0.0009074947062238506,-0.0008865045509181466,-0.0019000558333855987,-0.0019301297432903315,-0.0019411272891381298,-0.0032539551811976088
2021-11-15,-0.007244734779632803,-0.004922114754687102,-0.00903747976282266,-0.003965991459280736,-0.00234917924396295,-0.006141822030238713,-0.00278494065910713,-0.003731462733201934
2021-11-16,-0.013596235435239483,-0.00860081664083806,-0.018342932581433897,-0.008089440822985896,-0.002237120076450502,-0.010011269205854774,-0.003746037981142662,-0.004432350390477537
2021-11-17,-0.0017659896581568278,-0.002085729350206769,-0.0009964143974806842,-0.0008536134609517861,-0.0026727505767717716,-0.0027476304113116918,-0.002453450347954372,-0.0039944558513287575
2021-11-18,0.009440076004237272,0.007301105870710932,0.011502843945179643,0.0070871349720144396,0.004581070899008438,0.007889185906208783,0.005233721771424341,0.005537870539280277
2021-11-19,-0.00782638574613327,-0.0050709575789549466,-0.009882726457721014,-0.005639120061578061,-0.0031315529606402285,-0.006337358737856498,-0.002917075870024445,-0.0007385839814899272
2021-11-20,-0.003942598096866837,-0.0037617878638084097,-0.005024078348833744,-0.003929141139019371,-0.002572271537666577,-0.0009966770108325075,-0.0032112194089504156,-0.00274904245790785
2021-11-21,0.0012895380433534684,0.0014467431871744087,0.0006956673786468638,0.0008899303929740163,0.0021842608504196396,0.0019561101979679507,0.0017735129144203182,0.0020364329912981104
2021-11-22,-0.0008546964531830123,-3.548474726049976e-05,-0.0020500742469836248,-0.0006190200901558413,0.0015621412568932096,-0.00012841100632113883,0.000922946024850273,0.0009578718351573061
2021-11-23,-0.0009059867320627408,-0.00026959493300518706,-0.0014490285437724136,-0.0018125366966551878,0.00043805255079009585,-0.0027001922353552575,0.00022521885948313057,0.0009168288378667291
2021-11-24,0.008734966606277839,0.007259851722887129,0.011051142278888062,0.008483878279376071,0.00430641032597388,0.006911775868211351,0.0054997652605453095,0.005090624277435885
2021-11-25,-0.0069830296107758795,-0.005723683297760996,-0.00788658854150811,-0.00518961668889477,-0.004368009104382936,-0.006837051148974876,-0.004600082959597362,-0.005337560616697618
2021-11-26,0.02181369408467951,0.01867226064015649,0.028829409853915192,0.0195344079801776,0.010263899686937004,0.008401186886140815,0.013969224714448445,0.012765254746984058
2021-11-27,-0.006326986326127556,-0.005110278355800656,-0.006989368845007484,-0.00402258539674569,-0.003950646610595519,-0.00627206280924412,-0.004062760296288681,-0.00526918012855305
2021-11-28,-0.012256153972300864,-0.008689952113062735,-0.014431970375360585,-0.007578298947840583,-0.0059016744176914855,-0.011691400790971206,-0.005833633724930347,-0.0061086068702890265
2021-11-29,-0.005999190966166951,-0.005933612290397263,-0.007525905717273514,-0.006610534049352212,-0.0043195959767961915,-0.0018031816058418028,-0.005289337983356535,-0.0042788966683188455
2021-11-30,0.0010227722242860616,0.0016743297634190613,0.0005007293639453336,0.0010232667691306909,0.0018584715531423741,0.0016516560749851022,0.0020943112507753594,0.0036452361015437257
2021-12-01,-0.002463072681587608,-0.0034922476622546903,-0.0014051986903522431,-0.0027386302913352365,-0.0041051211359793465,-0.0035358744715806205,-0.0045585090448186025,-0.006072294704309211
2021-12-02,-0.0018597230684948176,-0.002535639983988299,-0.0008727144632410802,-0.0014219305149203408,-0.0031046490193248444,-0.00300384385687278,-0.003313372932129015,-0.0046512979277556245
2021-12-03,-0.0029121287110246666,-0.004046079237365267,-0.0014962498475057538,-0.0026784286405175353,-0.004867621583177294,-0.004476701792121814,-0.005291220596058988,-0.0072688593338673165
2021-12-04,0.02259999215140058,0.017936288181289332,0.03027110960669912,0.015854639375195212,0.0065374786045278785,0.01672685923593257,0.009129050414327124,0.011404909465298397
2021-12-05,-0.0002510005850928284,-0.00034020095394845466,-0.00010915182842013615,-0.0001668177914744621,-0.0004270801501874632,-0.0004223498919369704,-0.0004493390824092146,-0.000641339175975357
2021-12-06,-0.011455733937994619,-0.008449927070745272,-0.015961183421190718,-0.0074629464145760365,-0.001912674758472176,-0.007903471599945679,-0.0031210221345746624,-0.003785969742409664
2021-12-07,-0.0025143575675541383,-0.0022324147275228383,-0.003230164715700196,-0.0010571870247042953,-0.0015721857455142454,-0.0014806878961022346,-0.0017444102479941938,-0.002353247221896643
2021-12-08,-0.0008420194051963176,-0.00113757588570988,-0.00036805474771499396,-0.0005565043777651775,-0.0014179170104262567,-0.0014105437823297331,-0.0014939164668446837,-0.002135394210994269
2021-12-09,-0.0007836513392652802,-0.0010590333649602292,-0.0003423790946441801,-0.0005177800110960409,-0.0013203892642555898,-0.0013135134859551647,-0.0013912671807495246,-0.0019899464238421565
2021-12-10,-0.00018315639306011133,-0.0002475874073912016,-7.998613121700544e-05,-0.00012098427908656993,-0.0003087695995071551,-0.0003071596018589984,-0.0003253673080087541,-0.00046565599751284634
2021-12-11,-0.00020104950213638027,-0.0003222258264649131,-0.00017778908438176853,-0.0004453765801123243,-0.0003389768352626058,-0.00017615513347954607,-0.00042348642876286575,-0.00048687211198725395
2021-12-12,-0.00020230627057777673,-0.0002881488080079968,-0.00011443086170317569,-0.00022430860843515493,-0.0003411428553402191,-0.0002926142652923776,-0.000378738950779092,-0.0005075528923427371
2021-12-13,0.000803389910588637,0.0004123200810720955,0.0014202145647717226,0.000550731152570992,-0.00032193223607029377,0.0002419758666263194,-0.00022621408180068127,-0.0004004531399086179
2021-12-14,-0.0019654279070767853,-0.0020835734407000255,-0.0022811732388234585,-0.0022628376130517736,-0.0015081212703067465,-0.0016200064225696553,-0.0019113456304114488,-0.002294006542958877
2021-12-15,-0.00590475695804537,-0.004522454350011585,-0.008139104891517436,-0.00412975450592456,-0.0012915591420051141,-0.004126941694412705,-0.0019727836281432224,-0.0023822693769136967
2021-12-16,0.0008392652448795262,0.0011573407936519109,0.0004092433345438594,0.0006995902490965938,0.001409825672318991,0.0013304606145589004,0.0015181517480691408,0.0021199497522514776
2021-12-17,0.0004901074527241517,0.0006548335473125592,0.00020183926265730751,0.0002796208111135713,0.0008228297196710713,0.0008429470348450785,0.000858674081408724,0.0012464666004107022
2021-12-18,-0.0027745633033440372,-0.002364365056481856,-0.004093316125600057,-0.0031182546732189194,-0.0007341483441544801,-0.0014124272571332669,-0.0013012248294225635,-0.0012116714692518831
2021-12-19,0.0007445168658700291,0.0008868716737885072,0.0011043865128675717,0.0015796423216439602,0.0005243009264634544,0.00021190923533865482,0.0008299184091652728,0.0007449831729559553
2021-12-20,-0.0013182379011571045,-0.0006251894226418506,-0.0019486365743866354,0.000962091709520393,-7.392467182729267e-05,-0.0006199591382544424,0.00013255212630702216,-0.00019432261437744863
2021-12-21,-0.014460637797873543,-0.011874960995348339,-0.019502270383026796,-0.010797944961281815,-0.004887241341501984,-0.010010421091753706,-0.006707624120924012,-0.008158941926426262
2021-12-22,-0.011563178510258044,-0.009390344415361719,-0.015021006777708859,-0.006687497193635025,-0.004421693738768991,-0.008761176197224212,-0.005483906067448187,-0.007354364760813114
2021-12-23,0.003407852437619475,0.003820137353804269,0.0015523382237409744,0.004468836732524581,0.002968029731344343,0.0076438181855002065,0.003621546418162321,0.005213094015343981
2021-12-24,-0.03634257177842676,-0.029727137840752538,-0.047883829504817205,-0.029130804713123397,-0.011380879569064098,-0.028983947893408354,-0.01620783452075928,-0.019916163619133793
2021-12-25,0.017602247683345323,0.013673177843440234,0.020297410518017638,0.01253763094561244,0.004553246292453019,0.02081015099337028,0.0063483980867302964,0.009385805758340157
2021-12-26,-0.001245080103162082,-0.002373058588230209,-8.849968923230112e-05,-0.0008687926482766708,-0.0036858581585100855,-0.0018161881746926905,-0.0038555005282580436,-0.005325872453078834
2021-12-27,-0.00806191874761374,-0.00560277185722176,-0.011123965630472828,-0.0038707312584460403,-0.0011333986988157972,-0.006236951158538529,-0.001690139085997534,-0.00250358611834933
2021-12-28,-0.03251198087973819,-0.020710134003111048,-0.04525996399024314,-0.010790296906080642,-0.0020022158760678896,-0.0259136750237544,-0.0032500816294676457,-0.006675648286915739
2021-12-29,-0.00020424331393537038,-0.0002697495028690962,-9.314820670554286e-05,-0.00013057176064031634,-0.0003203386038553692,-0.00033037816143989063,-0.00034065881160722037,-0.0004914212695934547
2021-12-30,-0.002855164653628357,-0.0016823095226490318,-0.0042328817471587515,-0.0009557684928530238,0.0001111531446568968,-0.00206079682987443,-2.058418232129311e-06,-0.00015251608336684912
2021-12-31,0.00038255353905282624,0.0006878933197300376,3.12602851957083e-05,0.0005157230741396824,0.000924449070958472,0.0006914651338452582,0.0010181771103144283,0.001379648258293194
2022-01-01,-0.00853329120554185,-0.005089487555814576,-0.005333307003463655,-0.0013307998510361653,-0.0011627807933674756,-0.007292048384708427,-0.0013730738457476254,-0.002663561328752356
2022-01-02,-0.0003385627784799418,0.0006257612034044383,-0.00021092098367177855,0.000269904252458293,0.0013097431526055293,0.0005789782562014745,0.0015022747781170207,0.0018572576488341355
2022-01-03,0.0029647638951727853,0.0009551990382659848,0.0018467803363739562,4.007708097627651e-05,-0.0009243691742635017,0.0006899405305469846,-0.001051673167211425,-0.0011462138457622646
2022-01-04,0.0014650996351130874,0.000813878360906566,0.000913643266025807,-8.264380690677843e-05,0.00012062291121044661,0.0016563738478216484,0.0001344400956132381,0.00041047456785835287
2022-01-05,0.033830810052968376,0.0219965188577524,0.02906811040237925,0.012528105258689248,0.012212541914755118,0.0257891537263653,0.010650535175130278,0.009759683068518042
2022-01-06,0.0040147749012602275,0.0025781766598787738,0.00246064757779315,0.002766172658729369,0.0006773862165708938,0.0014608425552054358,0.0009003042827503263,0.0012154234053301553
2022-01-07,0.0481659138183774,0.031353076873673946,0.044952684505976254,0.017110951554021273,0.0193855849329886,0.043124107052423644,0.01572887732647373,0.01280429467305615
2022-01-08,0.008137786019399433,0.005557403309404402,0.012698469307730633,0.001580125307468072,0.007003315212251524,0.008828553594618125,0.004363252236985427,0.00030629855729083125
2022-01-09,-0.019393738855619767,-0.012342113463991935,-0.016148285760164763,-0.0060970531300892855,-0.005986980441307875,-0.020282817640170224,-0.005122578318496963,-0.005750710359341469
2022-01-10,0.015933620782935184,0.01206290370115813,0.018113222035996468,0.007067885435481343,0.011134310946802126,0.007369386388685023,0.00904054439787504,0.0049586393909303
2022-01-11,-0.034923147820302314,-0.024239054109891633,-0.033131125647334225,-0.015599373146208722,-0.016564659530308088,-0.02373476757668917,-0.014003957889220047,-0.0103976875717354
2022-01-12,-0.015167469010939802,-0.009140437700765666,-0.016062233060394747,-0.003796263817321677,-0.0060835067780763115,-0.004452789699060033,-0.003908320631624044,0.00018039936871832934
2022-01-13,0.003316883061675128,0.0027814661805279396,0.002346935150299467,0.0011936517654168176,0.001893641034530058,0.0016926860239265956,0.0020752896875544415,0.0024553860772243002
2022-01-14,-0.008785305703760654,-0.011442766542534564,-0.008882336421315948,-0.005686743211884131,-0.013429140972287422,-0.013207043477765561,-0.013938038761386124,-0.015653261555141514
2022-01-15,-0.00017188773845601876,-0.0001992474207166595,-0.0001235121289567238,-9.86201042280116e-05,-0.00019006019277036874,-0.00018262050868088933,-0.00021324737758779874,-0.00026494372764604716
2022-01-16,0.0007742011821988336,0.0007714425346586311,0.0015931414499837624,0.0002755804934898532,0.0013125604041064028,0.0012976418457831226,0.0009786085506602517,0.0004616386674173517
2022-01-17,0.0007280227598149905,-5.723713003935021e-05,-0.0002515489070056796,-0.00010666219603210467,-0.0011796352066903775,-0.0012919460521299692,-0.0010152745814993162,-0.0008378286530047492
2022-01-18,0.0014749787025101612,0.001000134865365218,0.004962738931370516,1.3706553435236452e-05,0.002964921557044469,0.002979044190567779,0.001448922956729744,-0.0010704669811573912
2022-01-19,0.005847360485407092,0.004835094010227024,0.011623179965157318,0.0016489761221659487,0.008018153024354699,0.007730986910976916,0.005394022045868624,0.0010988433724416539
2022-01-20,0.007072038596627116,0.005993087660680603,0.013070966135052084,0.0028610927174780587,0.009287847899317943,0.008562205234741703,0.006551385111481849,0.0019500114036010874
2022-01-21,0.11079524994252354,0.07151447334881075,0.09534187854794549,0.03713347728718014,0.039157073587187376,0.10122070889407753,0.033128778536289975,0.031577023330137434
2022-01-22,0.07099339446990038,0.04335520267402185,0.05865362712060942,0.011954594318056488,0.018099647748920235,0.06411275254382924,0.013934289335829138,0.01431925480335656
2022-01-23,-0.04592115730890749,-0.02830420515018447,-0.036996634434439034,-0.006808878808321832,-0.010521977391542014,-0.038012494014395944,-0.008132381938104167,-0.008781943559560306
2022-01-24,-0.002273059196962885,-0.0005935064535565581,0.003965783564323864,0.0003374133812146617,0.004784958249170935,0.0023765632649278075,0.002738203608655935,-0.0011005380922261168
2022-01-25,-0.0009916988106491455,-0.0010351365529141573,-0.0018246521363391652,-0.0004440629858349063,-0.001659696247770409,-0.0015042952017239172,-0.0013107904034911405,-0.0007441740620198386
2022-01-26,-0.004433320011349906,-0.003935890989506731,-0.010794629499900345,-0.0011374758755724162,-0.008075835959479933,-0.007423852931673967,-0.005205014150130957,-0.00033084183251950983
2022-01-27,0.0008468619906989963,0.0007082591262395427,0.002181519712461269,0.00017110591606753713,0.001548327871171478,0.0014254755468945375,0.0009378313282960484,-9.768107276184782e-05
2022-01-28,-0.0012841133727776852,-0.001125655913128541,-0.0031763571917775286,-0.0003064355287860962,-0.002346115457110172,-0.002160227527051973,-0.0014901795324116195,-4.49795497220731e-05
2022-01-29,-0.0024802495208458945,-0.0022549513813191688,-0.005946369292270537,-0.0006648692810792134,-0.004536317534873656,-0.0041761169222542215,-0.002986267016562264,-0.00039040595525752507
2022-01-30,0.0010440779821206812,0.0010258258915885078,0.002321445013418734,0.0003489308249656144,0.0019135380074823496,0.001760958729589047,0.0013595135865866385,0.0004509933300383345
2022-01-31,-0.0030336760776943747,-0.0029686713797338654,-0.0067663829046733116,-0.001003660305677535,-0.005555156753854654,-0.005112985323367606,-0.003933030146569967,-0.0012662216144671186
2022-02-01,-0.0009838443952442377,-0.0010811796101142023,-0.001288218277428123,-0.00038759103982502805,-0.0016397406587403962,-0.0016397406587403962,-0.0012323696141079558,-0.0004232896493726601
2022-02-02,0.004710089640746564,0.004412021940976449,0.006783318754820468,0.0013421304882402674,0.007855306741605117,0.007855306741605117,0.0050297515758701145,0.0005395307364647692
2022-02-03,-0.0005365950181814874,0.0012171951500925078,-0.0021496261802527866,0.0010026747630749063,-0.0008921198217877645,-0.0008921198217877645,0.001386762435696209,0.003293742637117001
2022-02-04,-0.009592466221816172,-0.010463525383763292,-0.012609505070506054,-0.003740842119753479,-0.015953697168932957,-0.015953697168932957,-0.011919178991344738,-0.004002234445498128
2022-02-05,-0.0010297270653321588,-0.0006485042338309484,-0.001741102695776764,-8.15460448065152e-05,-0.0017236599655425567,-0.0017236599655425567,-0.0007398104520004675,0.0004929166842438612
2022-02-06,-0.0029172817362414357,-0.0036824860113056058,-0.0034469521856852954,-0.0014627479892878011,-0.004886631909226878,-0.004886631909226878,-0.004201345853842862,-0.0021720006362650804
2022-02-07,-0.0033091225579826053,-0.002386425459970354,-0.0052479845419612,-0.00035086705509594125,-0.005340365535208367,-0.005517644440702691,-0.002679539120129953,0.0008985241925888591
2022-02-08,0.001986377142056557,0.0015963702601845156,0.002481127497424311,0.0006446589490287865,0.0022352877522303187,0.0026955433654595735,0.0015928342559602023,0.0005958231970582244
2022-02-09,0.0004686435464408206,0.0005759368678841138,-0.00016655794173702675,0.0005461917503038655,-0.000545593284384503,3.36040746007731e-06,0.00038003772149308225,0.0013793366056299218
2022-02-10,-0.01116489068783208,-0.004278693698507924,-0.011615623772161835,-0.003099259397123426,-0.0014258103939156475,-0.008647105312432435,-0.0012751141704883465,-0.003137176876966962
2022-02-11,-0.00933211722420016,-0.0029277562128343913,-0.008910680833406298,-0.002456702836701183,0.0011981962245758923,-0.005952205469996117,0.00014959362079256726,-0.003177934340799165
2022-02-12,-0.0010522452363187368,-0.00018187600319417125,-0.0015755370609371907,-0.0001481379992232038,-0.0006826924666285562,-0.0010624279627006632,1.2648783006510277e-05,0.0005046203102941548
2022-02-13,-3.697853624694164e-05,-6.530400925651878e-05,0.00023820067082530602,-2.489288185011567e-05,0.00036057577927513896,0.0003623504287233916,1.3050089344071475e-05,-0.00032064458927195656
2022-02-14,-0.011912159624934285,-0.005494294163610383,-0.012745706977893278,-0.003798682012197694,-0.0039359248067961814,-0.009047248262256004,-0.002972379419722039,-0.0032683140759101363
2022-02-15,-0.005848613287689429,-0.003145357027649943,-0.0067214992464042006,-0.002451424502880273,-0.0033807537056007248,-0.005219997874905471,-0.0022765240847785195,-0.0016324470416235438
2022-02-16,-0.0030119467250323472,-0.0016926977907172165,-0.0033493237596848523,-0.0005932921241685272,-0.0015381147568532692,-0.003196769317872657,-0.001213891750950268,-0.0008415274031953435
2022-02-17,-0.010709017529842999,-0.004741291037833559,-0.012024250584494606,-0.0013633308747496018,-0.003782279021381809,-0.01053690011812605,-0.002525142663390592,-0.001764377704221181
2022-02-18,0.004050010315162059,0.0016439677316162791,0.004226688321910062,0.0009540013483214153,0.0006773702999206023,0.003332373041594064,0.0006370153259230657,0.001141854343176356
2022-02-19,-0.006334364478631893,-0.002249828341830531,-0.006739452159121833,-0.0020475714298195053,-0.000866117005720519,-0.004691073363951038,-0.0005890512707756568,-0.0016341476386544014
2022-02-20,0.030201236389518164,0.012002671887884222,0.03141390655431121,0.008895899824997257,0.004822359843639926,0.022922143708001566,0.004429758578707704,0.008944632583537632
2022-02-21,0.03694294367711846,0.014953200726361818,0.03833822564978398,0.01259590334339985,0.006305666451000415,0.02672695362842752,0.005621044374559755,0.011534113563412815
2022-02-22,-0.028317898006283985,-0.011019373412808477,-0.029416300194014998,-0.008286984861253267,-0.00387514977052808,-0.021210979704516866,-0.0034205669989864004,-0.008056529583045044
2022-02-23,-0.013044380276426347,-0.005022216971531082,-0.01307390572801601,-0.004801477052917719,-0.0018651097204986163,-0.005809439755046128,-0.0016093082559716734,-0.0035894540475267626
2022-02-24,-0.029652595035921353,-0.01224365257433184,-0.03036261764166376,-0.0090323662354362,-0.004641775173256872,-0.02186547619808484,-0.004735553732935632,-0.009509037641208806
2022-02-25,-0.0013433639961988929,-0.0005007482668429151,-0.0014573746648954978,-0.0003052395340955025,-0.0004850800395687224,-0.00034506701650535926,-0.00021932269134953902,-2.908550892951171e-06
2022-02-26,0.0037235033083473173,0.0011464954843838412,0.004455295441481917,0.0016570575394549134,0.000439632985074352,0.005211674358742741,0.00013823956801513437,0.0013244728993589542
2022-02-27,-0.005573210569875804,-0.0018967483376192086,-0.006622975879972963,-0.0029592123478988596,-0.0009098714932956321,-0.007576085096574034,-0.00045819081423143084,-0.0022868638243670795
2022-02-28,0.004666138577414026,0.002644321748468118,0.004194430828934504,0.005309075349922214,0.002267087840567205,-0.002493153993639632,0.0019065864751473612,0.0026471933286956835
2022-03-01,0.0005296361219952362,0.0005591487517370481,0.000557578323776244,0.0004077070512830414,0.000352967532400994,0.0016117454306077879,0.00052750826329801,0.0007182679833325101
2022-03-02,0.0009545167853752072,0.0007128773069328446,0.00022575168433672176,0.00043662951147967704,0.000385424162489533,-0.0018298495933006397,0.000585473723260698,0.00024541017932408417
2022-03-03,-0.0032230378982806623,-0.0016010596925423758,-0.0028468581943004337,-0.0012457986883109102,-0.0008459074128263855,-0.002507158663728632,-0.0009629886581592241,-0.0015173465534935578
2022-03-04,-0.011729488880566106,-0.004228180742055027,-0.00961756221691326,-0.0021915762292841214,-0.0013827267085552784,-0.009070514973606933,-0.0014016341630549189,-0.003225135307342173
2022-03-05,-0.0007319786750353005,-0.00140253295640996,-0.00046195509138772644,-0.0011023395079220058,-0.0009913337516264968,-0.0010946928655042342,-0.001530364392278668,-0.0015042599499225063
2022-03-06,-7.148250277597917e-05,-0.00016327815553348433,-4.2154599910224704e-05,-0.0001301181512747056,-0.00011774085813598437,-0.00011897830344135687,-0.00018277815174236848,-0.00017710778982048709
2022-03-07,-0.004347033667210266,-0.009934754809252573,-0.0025550410101136413,-0.007908794770876122,-0.0071604537242851395,-0.00724363377274565,-0.011121460380149271,-0.010772693456357098
2022-03-08,3.3039032642529786e-05,0.00012498071945747264,-7.201023398589449e-05,1.1321332330551718e-05,5.4576261903643596e-05,0.00014161246862489903,0.00014007755403450505,9.531575324250044e-05
2022-03-09,0.002016467280989973,0.00030618471210943715,0.000888878100648284,-0.000841829354576473,-0.00046606882175072474,0.002014005407414802,-0.00036035689760451685,-0.0003323773620892405
2022-03-10,0.0026757103969020737,0.0006319968483470896,0.0018288685700608856,-0.00021392364073405997,-0.0001346486114824969,0.002268948030378321,-0.00013702866317379466,0.00015685404385780405
2022-03-11,-0.01230630371415904,-0.004287987121999739,-0.00996843124519832,-0.002001027140897482,-0.001251117069046228,-0.009778816342813754,-0.0012584924466031557,-0.003166764770303638
2022-03-12,-0.0027699140980940507,-0.0009548799674480693,-0.0029535524140109474,-0.0008331373761491556,-0.00044138728359472687,-0.004005032346133276,-0.00030211762544890623,-0.0011976898628636588
2022-03-13,-0.0020125613968361117,-0.00029140204177000766,-0.0017772432029094743,0.00022084524205831965,0.0002054223255884569,-0.0033443939434701017,0.0003276107362607391,-0.0002174157611471954
2022-03-14,-0.011117187055181303,-0.010931912950085226,-0.008730794532438132,-0.008439919138512391,-0.007003465316367734,-0.011523634356486297,-0.010148325571829741,-0.011249244209285972
2022-03-15,-0.0026278634906755733,-0.00232154806753331,-0.0019680228085545174,-0.001943436974102527,-0.0015189359055134083,-0.0007228628517611569,-0.00208430156369871,-0.002185381031318605
2022-03-16,-0.0198886499708904,-0.007350252306580686,-0.018015010099867907,-0.005753528402017127,-0.0032965587906255913,-0.014482064187212386,-0.0028058336516571564,-0.006662205830119231
2022-03-17,0.0019512881680397475,0.0009368790167612401,0.0016259733628500737,0.0008771425064196598,0.0005515576163379284,-1.534687863086694e-05,0.0005674884174291149,0.000755474088863148
2022-03-18,-0.0009222148612671168,-0.0010588158307453007,-0.000663486760646376,-0.0008531469328726619,-0.0007088050934571377,-0.000618817127432639,-0.0010354186728459165,-0.001064581614891729
2022-03-19,-0.01059561099352925,-0.0026494336786573457,-0.008069817048881281,-0.0016189517954194488,-0.0006190798019703499,0.00044738110243471843,7.282339154232202e-05,-0.0007847921849775984
2022-03-20,-0.008911388009396611,-0.0037008379846171307,-0.00791287401334545,-0.002681178641461075,-0.0017064038439708821,-0.007759225042368491,-0.001793825402603785,-0.003488204737732109
2022-03-21,0.004356758566145154,0.002042579444377348,0.0038647689438913013,0.0011468253788522154,0.0008621725510748917,0.006449000563890314,0.001139847534290835,0.0021330324290936816
2022-03-22,-0.0064112652294488265,-0.003996591442438286,-0.0052509100201635515,-0.0028691186624902145,-0.0021938534942803453,-0.005728476520928244,-0.002953422306091096,-0.003860445017766151
2022-03-23,0.0022089375334924167,0.001481482544253397,0.0020857902262119187,0.0013943424937360258,0.0009725188519217465,0.0016781881276568998,0.001174497883660652,0.001586195897520522
2022-03-24,0.01720939123616914,0.008832649212343445,0.01568800640658258,0.007509630379839784,0.005006020721615145,0.013541136147097633,0.005670204623658824,0.008881846179560136
2022-03-25,-0.01125311865529397,-0.004882100395533584,-0.011051215932559028,-0.004865691896676065,-0.0028749170109732347,-0.007871221274826697,-0.002623840312668999,-0.005104837668674257
2022-03-26,0.009693575839089868,0.00331005799854993,0.009631572814091202,0.0034403664392000516,0.001779836402418399,0.006361401719116328,0.0011530991908274663,0.003383127856814234
2022-03-27,0.036351528963292384,0.021961147791281502,0.03399697919269141,0.0199534455034446,0.013713505593371715,0.028906017149063445,0.016170836350847047,0.023086565184570872
2022-03-28,0.0022575249549328944,0.0023709891586151774,0.001618776750455143,0.0017715800358461499,0.0015130501189367452,0.002042408475811642,0.002247339910775403,0.00236042370005079
2022-03-29,0.019364319974942413,0.00823569625764232,0.017351829380786665,0.006436978161763024,0.004047784985774519,0.014813374555678138,0.004101846418786083,0.007698852953975301
2022-03-30,0.0037304593447880503,-0.000370197862596863,0.003784013036591932,-0.00020323884157060008,-0.0006838864615164234,0.001842390658302574,-0.0016845330131955464,-0.0006498885964785554
2022-03-31,-0.03201197517208681,-0.014150111165515327,-0.02792619331135891,-0.0102722696762796,-0.006728669497644243,-0.025380259656920784,-0.007272613285636746,-0.012912838532499688
2022-04-01,0.023417355586535796,0.009126232408945273,0.019451756833173572,0.008460046731649138,0.003801863314100817,0.017498495977188815,0.003520066565079567,0.007757289870614427
2022-04-02,-0.012414018601282061,-0.00544284785249418,-0.00907246114481088,-0.002998475169119122,-0.0021145949165931746,-0.009664793761307328,-0.0025299186775680983,-0.004307230857638154
2022-04-03,0.016947218885650123,0.004762870240400462,0.013055368840032826,0.0035388726583472645,0.0007511353639810634,0.0108709946437975,6.084453781670745e-05,0.0026498294463102854
2022-04-04,-0.015328860451441877,-0.006462286537615727,-0.011184019855133662,-0.0035145552896494493,-0.002365416971632033,-0.010224382684468574,-0.0027764118322135614,-0.004734525518881271
2022-04-05,-0.015148433319433538,-0.006799593317485548,-0.011646599135059759,-0.004637142306811708,-0.0029285782774427054,-0.011979589992928119,-0.0033433924473159475,-0.00575794474593131
2022-04-06,-0.027641787974712076,-0.011206648289570664,-0.023133975612133952,-0.010540379798085326,-0.004915931935829441,-0.02451135805622454,-0.004683445187794993,-0.010325917815510902
2022-04-07,-0.0012590088361339315,-0.0021489683255672036,-0.001509284731775745,-0.002107020442144421,-0.0018319996331769882,-0.0013298000832548942,-0.002366990361319182,-0.0026874034420767945
2022-04-08,0.004110267156910721,0.0020879463517064927,0.003828332060947257,0.0023872098473778835,0.001247355457002866,0.002891615633314817,0.0012910735218487081,0.0021256415543114524
2022-04-09,-0.00840909145422481,-0.0035210628349485987,-0.006849185000119954,-0.0030296713208851013,-0.0015638681541974755,-0.0062939015822067465,-0.0016050528303951728,-0.003059176082676543
2022-04-10,0.003933350056339314,0.0016554110613091679,0.003971182231606385,0.0025350521376022697,0.0010093965129839805,-0.00045406884435719686,0.0008414351783151286,0.0013072496337255654
2022-04-11,0.027280233347153866,0.01150595323731334,0.023382649576442583,0.011598509008305516,0.005583976140079332,0.01323376319167997,0.005468155276032047,0.00955272848470461
2022-04-12,-0.03383655486253184,-0.0137016519729054,-0.02756618500706457,-0.011865974248307595,-0.005802509125429409,-0.02597102557958373,-0.005721846047196044,-0.01171197377866587
